gene p_val avg_logFC p_val_adj cluster
Plac8 0 2,52300046 0 0
Hp 0 2,06883801 0 0
Ly6c2 0 1,73516456 0 0
Ms4a4c 0 1,69234936 0 0
Sirpb1c 0 1,67430965 0 0
Cd52 1,99E-294 1,43076069 2,47E-290 0
Acot7 4,28E-22 0,38416852 5,32E-18 5
H2afy 5,46E-22 0,48251693 6,80E-18 5
Rogdi 6,43E-22 0,47868889 8,00E-18 5
Rpl32 1,15E-21 0,2748687 1,44E-17 5
Actg1 3,59E-21 0,28019318 4,46E-17 5
Lmnb1 5,93E-21 0,41191161 7,38E-17 5
Ccdc88a 9,72E-21 0,48729973 1,21E-16 5
Myo1g 1,07E-20 0,39643803 1,33E-16 5
Rpl17 1,46E-20 0,29956167 1,82E-16 5
Rpl4 3,67E-20 0,33877368 4,57E-16 5
Prcp 6,21E-20 0,40732547 7,73E-16 5
Cd47 7,40E-20 0,39727569 9,21E-16 5
Ptprc 2,70E-19 0,44956042 3,37E-15 5
Dapp1 2,88E-19 0,36284511 3,58E-15 5
Avpi1 3,97E-19 0,56477659 4,94E-15 5
Btg2 4,06E-19 0,52088076 5,05E-15 5
Bhlhe40 2,31E-18 0,48162142 2,88E-14 5
Rpl15 3,45E-18 0,28220384 4,29E-14 5
Ndufa6 4,06E-18 0,4284968 5,05E-14 5
Ccr2 4,50E-18 0,30720151 5,60E-14 5
Rps16 4,85E-18 0,2504393 6,04E-14 5
Timp1 6,69E-18 0,46086328 8,33E-14 5
Ywhah 1,39E-17 0,41438325 1,73E-13 5
Rpl39 3,91E-17 0,25888431 4,86E-13 5
Emb 4,66E-17 0,31801719 5,80E-13 5
Tap1 9,00E-17 0,34763922 1,12E-12 5
Pmvk 1,52E-16 0,39859409 1,89E-12 5
St3gal4 1,59E-16 0,33482868 1,98E-12 5
Unc119 2,05E-16 0,28441922 2,55E-12 5
Rara 9,23E-16 0,25415547 1,15E-11 5
Ccnd3 1,07E-15 0,43426468 1,33E-11 5
Dpysl2 1,24E-15 0,39797183 1,54E-11 5
Sec61b 2,47E-15 0,39158179 3,07E-11 5
Tmem173 3,10E-15 0,36845449 3,86E-11 5
Etv3 1,21E-14 0,2802628 1,51E-10 5
Prkar2a 1,26E-14 0,26848081 1,56E-10 5
Rel 1,68E-14 0,42517239 2,09E-10 5
Eef1g 2,06E-14 0,29334979 2,57E-10 5
Hsd17b10 4,54E-14 0,40957031 5,65E-10 5
Slamf9 1,12E-13 0,38801203 1,40E-09 5
Pfkp 1,86E-13 0,41227114 2,32E-09 5
Pim1 2,39E-13 0,30482862 2,97E-09 5
Tes 2,75E-13 0,27465144 3,42E-09 5
Csrnp1 3,38E-13 0,36910126 4,21E-09 5
Cd300a 4,42E-13 0,40105596 5,50E-09 5
Fabp5 4,60E-13 0,96949256 5,73E-09 5
Pak1 4,81E-13 0,26360276 5,99E-09 5
Cyp4f16 5,44E-13 0,32051275 6,77E-09 5
Trappc5 7,25E-13 0,38181418 9,03E-09 5
Tmem123 7,83E-13 0,51226881 9,75E-09 5
Lmo4 1,30E-12 0,37465961 1,61E-08 5
Psme1 1,53E-12 0,32241559 1,91E-08 5
Il1b 2,00E-12 0,40481667 2,48E-08 5
Uvrag 6,33E-12 0,26475418 7,88E-08 5
Fgr 1,04E-11 0,28297311 1,29E-07 5
Gm9493 1,11E-11 0,33002311 1,39E-07 5
Eif3f 1,68E-11 0,30291978 2,10E-07 5
Vasp 1,76E-11 0,34334343 2,19E-07 5
Dennd4a 2,84E-11 0,43082351 3,54E-07 5
Gpr132 3,08E-11 0,25846432 3,83E-07 5
Bloc1s2 3,69E-11 0,27825039 4,59E-07 5
Csf2rb 3,70E-11 0,2800113 4,61E-07 5
Nr4a2 7,52E-11 0,34511514 9,35E-07 5
Dbnl 2,11E-10 0,29207348 2,63E-06 5
Sdf2l1 2,15E-10 0,3849343 2,67E-06 5
Myd88 2,63E-10 0,27454816 3,27E-06 5
Med30 2,82E-10 0,34630805 3,51E-06 5
Fbl 3,65E-10 0,30449302 4,54E-06 5
Lactb 3,84E-10 0,26817052 4,78E-06 5
Atp5f1 3,95E-10 0,26878994 4,91E-06 5
Psmb9 5,90E-10 0,25655977 7,34E-06 5
H13 6,38E-10 0,29938305 7,94E-06 5
Tax1bp3 7,77E-10 0,29539544 9,67E-06 5
Ms4a4c 1,20E-09 0,33455853 1,49E-05 5
Ass1 1,39E-09 0,32113311 1,73E-05 5
Pkib 1,65E-09 0,27527635 2,05E-05 5
Eef1b2 1,81E-09 0,2775582 2,25E-05 5
Scand1 1,87E-09 0,26041031 2,33E-05 5
Id2 4,55E-09 0,29593082 5,66E-05 5
Ddost 1,08E-08 0,2754836 0,0001339 5
Sri 6,99E-08 0,25060387 0,00087038 5
Fdps 7,12E-08 0,30746456 0,00088633 5
Ifngr1 1,01E-07 0,30861483 0,00125126 5
BC028528 6,61E-07 0,28948968 0,00822535 5
Cd86 6,74E-07 0,3144225 0,00839301 5
Cdkn2d 1,79E-06 0,2615734 0,02231487 5
Tuba1a 2,30E-06 0,30757054 0,02856583 5
Rgs1 2,88E-06 0,29912357 0,03579181 5
Cxcl16 5,80E-06 0,35669601 0,07214489 5
B4galnt1 2,24E-05 0,26504585 0,27823023 5
Hspa1a 3,33E-05 0,37030493 0,41495067 5
Pdlim1 0,00017646 0,2569539 1 5
Clec4n 0,00304207 0,28891222 1 5
Marcksl1 0,00423458 0,26209577 1 5
Ifitm2 0,00501174 0,35847542 1 5
Birc5 0 1,87523545 0 6
Ube2c 0 1,78126033 0 6
Pclaf 0 1,71568189 0 6
Cenpf 0 1,42538755 0 6
Cdk1 0 1,3920838 0 6
Nusap1 0 1,25616926 0 6
Pbk 0 1,16434674 0 6
Ccna2 0 1,1592826 0 6
Prc1 0 1,07255917 0 6
Top2a 7,11E-299 1,91678494 8,85E-295 6
Spc25 2,59E-296 0,95384775 3,23E-292 6
Ccnb1 2,90E-292 0,91258907 3,61E-288 6
Hmmr 1,52E-288 0,73433171 1,89E-284 6
Tpx2 5,46E-288 0,86940293 6,79E-284 6
Cdca3 2,49E-285 1,22309946 3,10E-281 6
Aspm 8,69E-278 0,74443158 1,08E-273 6
Rrm2 2,32E-277 1,11564595 2,89E-273 6
Spc24 7,56E-272 1,09074488 9,41E-268 6
Kif11 5,83E-266 0,63731869 7,26E-262 6
Mki67 3,37E-255 1,42141064 4,19E-251 6
Ncapg 6,86E-246 0,58540011 8,54E-242 6
Knl1 4,44E-244 0,63909192 5,53E-240 6
Sgo1 1,24E-235 0,68560459 1,54E-231 6
Tk1 8,35E-234 1,15458787 1,04E-229 6
Cdc20 2,81E-232 0,89259737 3,50E-228 6
Aurkb 3,41E-230 0,80509716 4,25E-226 6
Kifc1 1,13E-229 0,5158028 1,40E-225 6
Kif15 2,56E-225 0,607307 3,18E-221 6
Cdca2 4,16E-219 0,43212315 5,18E-215 6
Esco2 1,22E-216 0,51082802 1,51E-212 6
Plk1 1,68E-216 0,48161118 2,09E-212 6
Ckap2l 3,48E-214 0,73006949 4,33E-210 6
Cenpe 3,91E-213 0,74279358 4,86E-209 6
Kif20a 1,38E-210 0,54030361 1,71E-206 6
Kif22 7,55E-206 0,6511718 9,40E-202 6
Tacc3 4,14E-202 0,92529919 5,15E-198 6
Hist1h1b 2,81E-198 1,19504562 3,49E-194 6
Racgap1 1,42E-197 1,16317936 1,77E-193 6
Cenpm 9,37E-193 0,53253289 1,17E-188 6
Ccnb2 1,30E-190 1,12062878 1,61E-186 6
Shcbp1 8,29E-190 0,45890864 1,03E-185 6
Cdca8 1,82E-189 1,10486565 2,26E-185 6
Mad2l1 6,10E-189 0,64157333 7,60E-185 6
Bub1b 1,71E-187 0,73939256 2,12E-183 6
Nuf2 7,28E-187 0,43866927 9,06E-183 6
Cep55 1,65E-186 0,53746981 2,05E-182 6
Prr11 4,68E-185 0,37970913 5,82E-181 6
Ska1 3,04E-184 0,42736316 3,79E-180 6
Fbxo5 1,53E-183 0,47324085 1,91E-179 6
Lockd 1,86E-182 0,74865426 2,32E-178 6
Rad51ap1 7,38E-180 0,50558405 9,18E-176 6
Cenpw 1,12E-174 0,90833536 1,39E-170 6
Bub1 1,81E-173 0,45154077 2,25E-169 6
Ckap2 2,82E-172 0,64668911 3,51E-168 6
Melk 1,03E-171 0,36883821 1,28E-167 6
Hist1h2ae 2,81E-170 1,40965752 3,50E-166 6
Cks1b 2,62E-165 1,33387139 3,26E-161 6
Pimreg 3,16E-165 0,46360912 3,94E-161 6
Diaph3 6,26E-165 0,56347309 7,79E-161 6
Stmn1 3,76E-161 2,61334562 4,67E-157 6
Mxd3 1,03E-160 0,40790887 1,29E-156 6
Cenph 2,75E-157 0,4593124 3,42E-153 6
Dlgap5 2,93E-157 0,40128579 3,65E-153 6
Hist1h2ap 2,98E-157 2,30403465 3,70E-153 6
Kif4 1,30E-155 0,38190287 1,62E-151 6
Aurka 5,09E-155 0,54079453 6,33E-151 6
Clspn 7,78E-155 0,53390593 9,69E-151 6
Asf1b 3,61E-150 0,77848347 4,49E-146 6
Ncapd2 5,30E-149 0,66371762 6,60E-145 6
Sgo2a 2,65E-147 0,50123522 3,30E-143 6
Ndc80 8,83E-147 0,46384629 1,10E-142 6
Anln 1,30E-144 0,75210068 1,62E-140 6
Knstrn 1,11E-136 0,58652045 1,38E-132 6
Incenp 1,98E-127 0,71800574 2,46E-123 6
Cdkn3 1,63E-126 0,59283582 2,03E-122 6
Smc2 6,69E-126 1,14774094 8,33E-122 6
Mybl2 1,43E-124 0,33887487 1,78E-120 6
Cenpq 3,11E-121 0,61420472 3,87E-117 6
Uhrf1 8,61E-119 0,53814941 1,07E-114 6
Lrr1 2,14E-117 0,28525609 2,66E-113 6
Pkmyt1 2,31E-117 0,41798127 2,87E-113 6
Ccne2 2,90E-116 0,51729747 3,61E-112 6
Rrm1 7,82E-116 1,04452415 9,73E-112 6
Tyms 2,45E-113 0,80530624 3,04E-109 6
Dut 7,39E-111 0,88819775 9,19E-107 6
Rad51 3,93E-109 0,40233465 4,89E-105 6
Mis18bp1 7,80E-105 0,43360629 9,70E-101 6
Mcm5 4,80E-103 0,60219707 5,98E-99 6
Ube2t 4,97E-103 0,5834668 6,18E-99 6
Cdc45 1,98E-102 0,29700758 2,46E-98 6
Cks2 1,07E-99 1,23894185 1,33E-95 6
Kif20b 6,55E-99 0,37480888 8,15E-95 6
Rad54l 1,04E-98 0,32110179 1,29E-94 6
Dnph1 1,06E-97 0,4563429 1,32E-93 6
C330027C09Rik 3,37E-96 0,44475653 4,20E-92 6
Kif23 1,63E-95 0,91608696 2,03E-91 6
Trim59 7,35E-95 0,43752952 9,15E-91 6
Hells 1,93E-89 0,6480953 2,41E-85 6
Mcm7 4,29E-86 0,6732909 5,34E-82 6
Hmgb3 1,49E-83 0,6779377 1,86E-79 6
Ncaph 6,72E-83 0,39485818 8,36E-79 6
Cenpk 6,01E-81 0,32681626 7,48E-77 6
Gmnn 9,69E-81 0,99662735 1,21E-76 6
Atad2 2,34E-80 0,70483563 2,91E-76 6
Fignl1 4,79E-77 0,34735039 5,96E-73 6
Mcm6 1,18E-76 0,99341848 1,46E-72 6
Dhfr 9,04E-75 0,39221582 1,13E-70 6
Ezh2 1,15E-74 0,688958 1,43E-70 6
Cenps 9,12E-74 0,37147507 1,13E-69 6
Trip13 7,54E-72 0,33565227 9,38E-68 6
Ccdc34 1,18E-71 0,94072895 1,47E-67 6
Tmpo 1,61E-67 1,08163051 2,00E-63 6
Hmgb2 3,90E-64 1,99161822 4,85E-60 6
Slfn9 6,91E-64 0,48013947 8,60E-60 6
H2afx 2,29E-59 0,87698915 2,85E-55 6
Smc4 4,19E-59 1,18436812 5,21E-55 6
Dnajc9 5,18E-58 0,70141679 6,45E-54 6
Lig1 1,32E-57 0,69168043 1,65E-53 6
Hist2h2ac 7,08E-57 0,42237646 8,82E-53 6
Cbx5 3,24E-56 0,60721574 4,04E-52 6
Nav2 3,67E-56 0,35813065 4,57E-52 6
Hmgn2 9,69E-55 1,04565045 1,21E-50 6
Nucks1 9,06E-52 1,18944279 1,13E-47 6
Tuba1b 9,22E-52 1,58253611 1,15E-47 6
Pmf1 2,74E-50 0,68336915 3,41E-46 6
Rfc5 1,05E-49 0,4802493 1,31E-45 6
Ptma 4,64E-49 1,14217877 5,77E-45 6
Syce2 7,03E-49 0,54902885 8,75E-45 6
Ncapd3 1,20E-48 0,40749312 1,49E-44 6
Tipin 1,66E-48 0,7420924 2,07E-44 6
Plk4 3,10E-47 0,37434801 3,86E-43 6
Hirip3 4,90E-47 0,30898964 6,10E-43 6
Fen1 9,15E-47 0,50384425 1,14E-42 6
Selenoh 1,04E-46 0,99198942 1,30E-42 6
Tex30 2,75E-46 0,49716042 3,43E-42 6
Hist1h1d 8,10E-46 0,42715236 1,01E-41 6
Tubb5 9,37E-46 1,52570488 1,17E-41 6
Prim1 3,65E-45 0,27184862 4,54E-41 6
Myef2 3,09E-44 0,40004 3,84E-40 6
Tubb4b 1,39E-43 1,15396968 1,73E-39 6
Rpa2 3,50E-43 0,48054285 4,36E-39 6
Ube2s 1,02E-42 1,35024979 1,26E-38 6
H2afz 1,14E-42 1,11033831 1,42E-38 6
Cenpa 1,03E-41 0,90672242 1,28E-37 6
Haus1 2,06E-41 0,28570906 2,56E-37 6
Usp1 3,77E-41 0,48734473 4,69E-37 6
Ran 1,16E-40 1,15136889 1,45E-36 6
Rangap1 1,18E-40 0,67833062 1,47E-36 6
Ncapg2 1,44E-40 0,43678753 1,79E-36 6
Sae1 3,01E-40 0,68489432 3,75E-36 6
Cmc2 3,09E-40 0,66514324 3,85E-36 6
Hist1h1e 8,74E-40 0,76410754 1,09E-35 6
Rad21 1,11E-39 0,74191589 1,38E-35 6
Mcm3 1,48E-39 0,53098168 1,85E-35 6
Dtymk 3,19E-38 0,88820176 3,97E-34 6
Dbf4 1,22E-37 0,41300316 1,51E-33 6
Gja1 1,33E-37 0,42024827 1,65E-33 6
Dctpp1 6,26E-37 0,84131633 7,78E-33 6
Rfc4 6,87E-37 0,44774396 8,55E-33 6
Gins2 8,12E-37 0,3428149 1,01E-32 6
Anp32b 9,54E-37 0,95253146 1,19E-32 6
Cbx3 1,87E-36 0,85107028 2,33E-32 6
Rcc1 3,82E-36 0,31735455 4,76E-32 6
Nup85 1,14E-35 0,40831946 1,42E-31 6
Psip1 5,24E-35 0,30649886 6,52E-31 6
Hnrnpab 1,37E-34 0,98843654 1,70E-30 6
Dek 3,93E-34 0,9893806 4,90E-30 6
Nup35 4,05E-34 0,25875994 5,04E-30 6
Hmgb1 4,11E-34 1,00727741 5,11E-30 6
Psat1 4,55E-33 0,31626894 5,66E-29 6
Hat1 4,86E-33 0,5655385 6,05E-29 6
Alyref 1,73E-32 0,52913312 2,15E-28 6
Anp32e 2,60E-32 0,97799532 3,24E-28 6
Suz12 2,18E-31 0,37937643 2,72E-27 6
Spn 5,71E-31 0,6415129 7,11E-27 6
Ybx3 6,87E-31 0,6342056 8,54E-27 6
Kpna2 1,84E-30 0,48510485 2,29E-26 6
Nsd2 2,81E-30 0,541192 3,50E-26 6
Fxn 6,43E-30 0,26839128 8,01E-26 6
Orc6 7,25E-30 0,4648169 9,02E-26 6
Lsm2 1,07E-29 0,60877748 1,33E-25 6
Rfc3 1,45E-29 0,3095975 1,80E-25 6
Topbp1 2,17E-29 0,4439722 2,71E-25 6
Arhgap11a 3,14E-29 0,3945564 3,91E-25 6
Smyd2 3,29E-29 0,32561118 4,10E-25 6
Lbr 3,32E-29 0,55597558 4,13E-25 6
Nasp 3,54E-29 0,54142808 4,40E-25 6
Dnmt1 5,16E-29 0,52208895 6,43E-25 6
Nap1l1 1,26E-28 0,88833937 1,57E-24 6
Set 1,54E-28 0,9319221 1,92E-24 6
Tubg1 1,68E-28 0,30216485 2,09E-24 6
Ncaph2 2,00E-28 0,46688894 2,49E-24 6
Trim28 2,67E-28 0,39268762 3,33E-24 6
H2afv 3,67E-28 1,12142572 4,57E-24 6
Pcna 7,14E-28 0,84512004 8,89E-24 6
Vars 7,43E-28 0,39428749 9,25E-24 6
Ckap5 1,07E-27 0,40517012 1,33E-23 6
Hsp90aa1 1,10E-27 0,95341613 1,37E-23 6
Nop56 1,45E-27 0,6273288 1,81E-23 6
Gemin6 1,50E-27 0,29464663 1,87E-23 6
Kmt5a 2,55E-27 0,35244508 3,18E-23 6
Sms 4,88E-27 0,55277536 6,07E-23 6
Cdca4 5,11E-27 0,27655775 6,37E-23 6
Snrpd1 5,42E-27 0,81330092 6,75E-23 6
Nudcd2 6,49E-27 0,53606112 8,07E-23 6
Shmt2 6,93E-27 0,42677175 8,63E-23 6
Nrm 8,94E-27 0,60072415 1,11E-22 6
Hmgn1 1,19E-26 0,73015866 1,49E-22 6
Dck 2,31E-26 0,41972783 2,87E-22 6
Tuba1c 4,24E-26 0,84642973 5,27E-22 6
Hist1h4d 7,50E-26 0,33402942 9,33E-22 6
Ppia 1,09E-25 0,58729261 1,36E-21 6
Lsm5 1,55E-25 0,74561663 1,93E-21 6
Tmem107 2,17E-25 0,25291086 2,70E-21 6
Hjurp 5,52E-25 0,33998395 6,86E-21 6
Hint1 9,51E-25 0,66808656 1,18E-20 6
Kpnb1 2,30E-24 0,41303487 2,86E-20 6
Pold2 6,53E-24 0,4255117 8,13E-20 6
Smc3 6,93E-24 0,55255545 8,62E-20 6
Dkc1 7,57E-24 0,46888896 9,42E-20 6
Chchd10 1,05E-23 0,38509609 1,31E-19 6
Ranbp1 1,74E-23 0,99776572 2,17E-19 6
Rpa3 2,13E-23 0,4132391 2,65E-19 6
Rbbp7 3,98E-23 0,60426964 4,95E-19 6
Ncl 7,76E-23 0,93140725 9,66E-19 6
Rfwd3 1,29E-22 0,26094762 1,61E-18 6
Snrnp25 1,35E-22 0,37717586 1,68E-18 6
Srsf3 2,60E-22 0,72413072 3,24E-18 6
Rcc2 5,30E-22 0,46417217 6,59E-18 6
Atpif1 1,56E-21 0,70285404 1,95E-17 6
Hnrnpd 1,68E-21 0,42166893 2,10E-17 6
Nup93 1,97E-21 0,27986041 2,46E-17 6
Actn4 2,93E-21 0,46520718 3,64E-17 6
Srsf7 4,61E-21 0,68720772 5,74E-17 6
Snrpe 4,90E-21 0,67848377 6,09E-17 6
Rpl41 7,44E-21 0,54534757 9,26E-17 6
Pds5a 1,72E-20 0,34501693 2,14E-16 6
Slc4a7 2,02E-20 0,3832149 2,51E-16 6
Slc25a10 2,18E-20 0,26067053 2,72E-16 6
Ppih 2,40E-20 0,3550827 2,99E-16 6
Hdgf 2,42E-20 0,66295266 3,01E-16 6
Hacd1 3,04E-20 0,26082597 3,78E-16 6
Lsm8 3,62E-20 0,46766123 4,50E-16 6
Dpy30 3,67E-20 0,61883181 4,57E-16 6
Pa2g4 3,99E-20 0,73412988 4,97E-16 6
Hpf1 4,37E-20 0,49803092 5,44E-16 6
Bicd2 5,30E-20 0,34629938 6,59E-16 6
Ilf3 8,58E-20 0,26125558 1,07E-15 6
Rpa1 1,04E-19 0,28594212 1,29E-15 6
Mcm4 1,25E-19 0,35023676 1,55E-15 6
Uchl5 1,28E-19 0,46494094 1,60E-15 6
Mis12 1,56E-19 0,28255647 1,95E-15 6
Snhg6 1,96E-19 0,42842576 2,44E-15 6
Aimp2 1,97E-19 0,29229042 2,45E-15 6
Mrpl49 2,00E-19 0,33136556 2,50E-15 6
Banf1 2,18E-19 0,59980955 2,71E-15 6
Haus4 3,14E-19 0,31511548 3,90E-15 6
Nop58 3,18E-19 0,45486469 3,96E-15 6
Prdx4 4,30E-19 0,63395626 5,36E-15 6
Ppa1 5,50E-19 0,4066068 6,85E-15 6
Birc2 8,65E-19 0,2730989 1,08E-14 6
Tmem97 1,07E-18 0,2999682 1,34E-14 6
Cisd1 1,09E-18 0,45768719 1,36E-14 6
Exosc8 1,16E-18 0,44813914 1,45E-14 6
Dynlt1f 1,33E-18 0,41238749 1,66E-14 6
Txn1 1,51E-18 0,70361593 1,88E-14 6
Jpt1 1,84E-18 0,74950689 2,29E-14 6
Smarca5 2,04E-18 0,50112167 2,54E-14 6
Ssrp1 2,07E-18 0,52017824 2,58E-14 6
Prkar2a 2,42E-18 0,37288698 3,01E-14 6
Nmral1 3,28E-18 0,31992289 4,08E-14 6
Ndufaf2 3,35E-18 0,39513871 4,16E-14 6
Ddx39 3,43E-18 0,50616481 4,27E-14 6
Mrpl18 4,66E-18 0,6150421 5,79E-14 6
Hspd1 4,90E-18 0,82545796 6,10E-14 6
Cnot6 5,41E-18 0,39676245 6,74E-14 6
Ptpn7 5,76E-18 0,36595408 7,17E-14 6
Tsc22d1 6,73E-18 0,64949695 8,38E-14 6
Mis18a 6,97E-18 0,42033409 8,67E-14 6
Eri1 7,91E-18 0,38913628 9,85E-14 6
Snrpf 1,24E-17 0,53447274 1,54E-13 6
Lpl 1,24E-17 0,61727922 1,55E-13 6
Srm 1,34E-17 0,39906173 1,66E-13 6
Rplp1 1,51E-17 0,46487525 1,88E-13 6
Mrpl51 1,68E-17 0,6149513 2,09E-13 6
Khsrp 1,81E-17 0,25933768 2,25E-13 6
Pabpc4 2,06E-17 0,28850223 2,57E-13 6
Mybbp1a 2,18E-17 0,39234347 2,71E-13 6
Hnrnpa2b1 2,36E-17 0,53081599 2,93E-13 6
Nxt1 2,41E-17 0,38381786 3,00E-13 6
Bola3 3,79E-17 0,41500412 4,72E-13 6
Lsm4 4,38E-17 0,59890628 5,45E-13 6
Hnrnpa1 5,48E-17 0,64762539 6,82E-13 6
Pdap1 6,37E-17 0,58552227 7,93E-13 6
Csrp1 7,58E-17 0,36423946 9,43E-13 6
Rnaseh2b 7,74E-17 0,3541326 9,63E-13 6
Impdh2 8,23E-17 0,5655497 1,02E-12 6
Nudc 8,94E-17 0,5702837 1,11E-12 6
Lrpprc 1,17E-16 0,30223041 1,45E-12 6
Bex3 1,37E-16 0,31232927 1,70E-12 6
G3bp1 1,42E-16 0,54200112 1,77E-12 6
Ptges3 1,56E-16 0,54613471 1,95E-12 6
Mycbp 1,63E-16 0,35867568 2,03E-12 6
Slbp 1,64E-16 0,55668112 2,04E-12 6
Nolc1 1,76E-16 0,42747531 2,19E-12 6
Dynlt1a 2,28E-16 0,27117905 2,83E-12 6
Siva1 2,37E-16 0,54477567 2,94E-12 6
Ncbp1 3,13E-16 0,29291988 3,89E-12 6
Psmg2 3,44E-16 0,33430098 4,28E-12 6
Lsm3 3,69E-16 0,45922623 4,60E-12 6
Dhx15 3,89E-16 0,45926758 4,84E-12 6
Eif1ad 4,88E-16 0,39528196 6,07E-12 6
Rplp2 5,23E-16 0,37870458 6,51E-12 6
Rps12 6,73E-16 0,55791158 8,37E-12 6
Hmgn5 7,51E-16 0,28361911 9,35E-12 6
Dynll2 8,50E-16 0,39948388 1,06E-11 6
Nfatc1 8,62E-16 0,45472234 1,07E-11 6
Larp7 9,41E-16 0,3430838 1,17E-11 6
Timm50 1,03E-15 0,43866155 1,29E-11 6
Syncrip 1,29E-15 0,40762333 1,61E-11 6
Ptbp1 1,39E-15 0,26561929 1,72E-11 6
Rhno1 1,48E-15 0,25794572 1,84E-11 6
Npm3 1,58E-15 0,47158061 1,96E-11 6
Serbp1 1,67E-15 0,60692115 2,07E-11 6
Fkbp3 2,50E-15 0,53434895 3,11E-11 6
Snrpg 2,87E-15 0,62026456 3,57E-11 6
Xpo1 2,96E-15 0,25435684 3,68E-11 6
Lyar 3,11E-15 0,38452338 3,88E-11 6
Gnl3 3,34E-15 0,57545884 4,15E-11 6
Caprin1 3,88E-15 0,41183205 4,83E-11 6
Dhx9 3,98E-15 0,30780558 4,95E-11 6
Pole4 4,30E-15 0,3996142 5,35E-11 6
Snrpa1 4,56E-15 0,36922128 5,68E-11 6
Cited2 4,91E-15 0,43729149 6,11E-11 6
Sod1 5,33E-15 0,57171557 6,64E-11 6
Apex1 5,44E-15 0,41846902 6,77E-11 6
Cycs 5,48E-15 0,75832347 6,82E-11 6
Cdk4 6,11E-15 0,48557307 7,60E-11 6
Smc1a 6,75E-15 0,4100488 8,41E-11 6
Slc1a5 7,11E-15 0,32628222 8,85E-11 6
Hdac2 7,24E-15 0,29653179 9,02E-11 6
Hspa14 8,73E-15 0,30388311 1,09E-10 6
Nop16 1,02E-14 0,34804749 1,27E-10 6
Odf2 1,11E-14 0,26817002 1,39E-10 6
Gm8186 1,31E-14 0,49341627 1,63E-10 6
Ppid 1,35E-14 0,3066617 1,68E-10 6
Tsfm 1,60E-14 0,29444424 2,00E-10 6
Atp5g3 1,70E-14 0,623099 2,11E-10 6
Cep83 1,93E-14 0,25584451 2,40E-10 6
Lmf2 2,17E-14 0,25409596 2,70E-10 6
Rpsa 2,50E-14 0,5035769 3,11E-10 6
Uba2 3,11E-14 0,37114371 3,87E-10 6
Hp1bp3 3,45E-14 0,48145173 4,29E-10 6
Cox7a2 3,55E-14 0,51961535 4,41E-10 6
Smc6 3,65E-14 0,46477353 4,54E-10 6
Srsf1 3,73E-14 0,32702317 4,64E-10 6
Fam111a 4,17E-14 0,554525 5,19E-10 6
Tfdp1 4,25E-14 0,25367634 5,29E-10 6
Tomm70a 5,57E-14 0,33828107 6,94E-10 6
Ilf2 5,58E-14 0,35765791 6,94E-10 6
Mphosph6 6,49E-14 0,27606015 8,08E-10 6
Nrp2 6,78E-14 0,72706681 8,44E-10 6
Cox5a 6,88E-14 0,54993141 8,56E-10 6
Sfpq 7,15E-14 0,48413197 8,89E-10 6
Bdh2 7,50E-14 0,40747126 9,33E-10 6
Mif 7,53E-14 0,839179 9,37E-10 6
Smchd1 7,76E-14 0,39535759 9,65E-10 6
Ak2 9,74E-14 0,55508464 1,21E-09 6
Rdm1 1,19E-13 0,36085767 1,48E-09 6
Rnf19b 1,27E-13 0,30308118 1,58E-09 6
Rfc1 1,30E-13 0,32055248 1,61E-09 6
Nhp2 1,37E-13 0,6718717 1,70E-09 6
Numa1 1,56E-13 0,30635721 1,95E-09 6
Cdkn2c 1,59E-13 0,53311891 1,97E-09 6
Rpl22 1,71E-13 0,42031989 2,13E-09 6
Tubb6 1,71E-13 0,61611764 2,13E-09 6
Npm1 2,21E-13 0,81206374 2,75E-09 6
Rps27l 2,23E-13 0,55161743 2,78E-09 6
Prmt1 2,44E-13 0,47921113 3,04E-09 6
Tssc4 2,88E-13 0,26456145 3,58E-09 6
Spcs3 3,06E-13 0,26724043 3,80E-09 6
Acot7 3,11E-13 0,28070231 3,87E-09 6
Eef1e1 3,35E-13 0,4191767 4,17E-09 6
Odc1 3,45E-13 0,29733451 4,30E-09 6
Rps8 3,65E-13 0,54567784 4,55E-09 6
Gar1 4,93E-13 0,32399216 6,14E-09 6
Nubp1 5,00E-13 0,41963725 6,23E-09 6
Ssna1 5,13E-13 0,4140701 6,39E-09 6
Polr2l 5,30E-13 0,43543526 6,60E-09 6
Hsp90ab1 5,42E-13 0,56435894 6,75E-09 6
Rpl36a 5,59E-13 0,49186819 6,96E-09 6
Glipr1 5,91E-13 0,3357516 7,36E-09 6
Anapc5 6,18E-13 0,4507082 7,69E-09 6
Prrc2a 6,54E-13 0,33952174 8,13E-09 6
H2afy 6,55E-13 0,44013517 8,15E-09 6
Magoh 8,66E-13 0,43290269 1,08E-08 6
Uqcr11 8,79E-13 0,47227452 1,09E-08 6
Paics 9,43E-13 0,36499975 1,17E-08 6
Mrps28 1,03E-12 0,39323696 1,28E-08 6
Atp5k 1,14E-12 0,52937443 1,42E-08 6
Hspe1 1,23E-12 0,82998048 1,53E-08 6
2010107E04Rik 1,40E-12 0,45337219 1,74E-08 6
Hnrnpa0 1,43E-12 0,34616134 1,78E-08 6
Fbl 1,46E-12 0,54667764 1,82E-08 6
Srsf2 1,52E-12 0,49025775 1,89E-08 6
